director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,movie_facebook_likes
unknown,110,25517500,Comedy,Eric Lloyd,Jesse             ,954,14,English,20000000.0,2009,5.9,57
Allison Burnett,8,25517500,Drama,Kimberly Williams-Paisley,Ask Me Anything ,7870,64,English,950000.0,2014,6.0,884
Richard Schenkman,6,25517500,Comedy|Romance,Vanessa Williams,And Then Came Love ,443,4,English,989000.0,2007,4.8,42
Sanjay Rawal,9,25517500,Documentary|News,Alma Martinez,Food Chains ,265,3,English,913000.0,2014,7.1,489
Elia Kazan,134,9600000,Crime|Drama|Romance,Marlon Brando,On the Waterfront ,100890,281,English,910000.0,1954,8.2,0
Kat Coiro,18,20186,Comedy,Justin Kirk,L!fe Happens ,6025,15,English,930000.0,2011,5.7,995
Cristian Mungiu,233,1185783,Drama,Anamaria Marinca,"4 Months, 3 Weeks and 2 Days ",44763,172,Romanian,590000.0,2007,7.9,14000
Brian Dorton,10,25517500,Horror,Javier Botet,The Horror Network Vol. 1 ,139,3,English,3000000.0,2015,7.3,52
David Slade,231,1007962,Crime|Drama|Thriller,Odessa Rae,Hard Candy ,131969,651,English,950000.0,2005,7.1,12000
Jamie Babbit,65,381186,Drama|Thriller,Katy Mixon,The Quiet ,13485,90,English,900000.0,2005,6.4,698
Maryam Keshavarz,76,439958,Drama,Sarah Kazemy,Circumstance ,6277,43,Persian,20000000.0,2011,5.9,0
Ryan Coogler,327,16097842,Biography|Drama|Romance,Ahna O'Reilly,Fruitvale Station ,53919,168,English,900000.0,2013,7.5,17000
Ramaa Mosley,62,6643,Comedy|Fantasy|Thriller,Jack McBrayer,The Brass Teapot ,11965,39,English,900000.0,2012,6.4,0
James Algar,116,102797150,Animation|Drama|Family,Sam Edwards,Bambi ,94225,136,English,20000000.0,1942,7.4,0
Charles Herman-Wurmfeld,73,442638,Comedy|Romance|Sport,John Enos III,The Hammer ,5489,23,English,850000.0,2007,7.3,337
Ric Roman Waugh,238,42919096,Action|Drama|Thriller,Dwayne Johnson,Snitch ,64748,122,English,15000000.0,2013,6.5,12000
C. Jay Cox,35,819939,Comedy|Drama|Romance,Joseph Gordon-Levitt,Latter Days ,14580,252,English,850000.0,2003,7.2,0
Mariette Monpierre,2,25517500,Drama,Stana Roumillac,Elza ,19,2,French,900000.0,2011,6.7,24
Tommy Oliver,6,25517500,Drama,Bokeem Woodbine,1982 ,122,3,English,1000000.0,2013,7.1,181
Jamie Travis,115,1243961,Comedy,James Wolk,"For a Good Time, Call... ",13421,34,English,850000.0,2012,6.0,0
Lee Toland Krieger,193,3094687,Comedy|Drama|Romance,Ari Graynor,Celeste & Jesse Forever ,24391,61,English,20000000.0,2012,6.7,0
Rich Christiano,16,15278,Drama|Fantasy|Sci-Fi,Gavin MacLeod,Time Changer ,1742,158,English,825000.0,2002,5.6,409
Paul Andrew Williams,68,25517500,Crime|Drama|Thriller,Lorraine Stanley,London to Brighton ,7308,72,English,500000.0,2006,7.0,933
Nick Love,16,25517500,Action|Comedy|Drama|Sci-Fi,Eddie Griffin,American Hero ,2706,23,English,990000.0,2015,4.9,549
Natalie Bible',7,25517500,Mystery|Thriller,Tommy O'Reilly,Windsor Drive ,169,6,English,100000.0,2015,3.2,312
Asghar Farhadi,354,7098492,Drama|Mystery,Shahab Hosseini,A Separation ,151812,264,Persian,500000.0,2011,8.4,48000
Justin Molotnikov,16,25517500,Thriller,Jo Hartley,Crying with Laughter ,190,6,English,20000000.0,2009,6.9,33
Todd Solondz,74,4771000,Comedy|Drama,Heather Matarazzo,Welcome to the Dollhouse ,26513,174,English,800000.0,1995,7.5,0
Victor Nunez,11,1001437,Drama|Romance,Allison Dean,Ruby in Paradise ,2039,28,English,800000.0,1993,7.2,81
Peter Sollett,59,2073984,Drama|Romance,Victor Rasuk,Raising Victor Vargas ,4743,135,English,800000.0,2002,7.2,219
Georg Wilhelm Pabst,71,9950,Crime|Drama|Romance,Louise Brooks,Pandora's Box ,7431,84,German,20000000.0,1929,8.0,926
Daniel Davila,5,25517500,Drama,Martin Landau,Harrison Montgomery ,59,1,English,850000.0,2008,7.4,18
Jorge Gaggero,25,25517500,Drama,Norma Aleandro,Live-In Maid ,772,11,Spanish,800000.0,2004,7.2,83
Rod Lurie,29,144583,Drama|Thriller,Kevin Pollak,Deterrence ,2256,79,English,800000.0,1999,6.5,130
Michael Burke,17,25517500,Crime|Drama|Romance,Zachary Knighton,The Mudge Boy ,3480,30,English,800000.0,2003,7.2,396
Catherine Jelski,13,58163,Drama,Leslie Bibb,The Young Unknowns ,122,3,English,20000000.0,2000,4.2,4
Shane Dawson,6,35688,Comedy,Shane Dawson,Not Cool ,4167,72,English,600000.0,2014,5.1,0
Tommy Wirkola,224,41709,Comedy|Horror,Bjørn Sundquist,Dead Snow ,54601,200,Norwegian,800000.0,2009,6.4,23000
Ryan Little,33,1310270,Action|Adventure|Drama|War,Corbin Allred,Saints and Soldiers ,17725,157,English,780000.0,2003,6.8,1000
Clark Baker,1,25517500,Horror|Sci-Fi|Short|Thriller,Taylor Pigeon,Vessel ,292,3,English,20000000.0,2012,6.2,14
George Lucas,100,115000000,Comedy|Drama|Music,Harrison Ford,American Graffiti ,63839,238,English,777000.0,1973,7.5,0
Robert Greenwald,21,25517500,Documentary|War,Scott Helvenston,Iraq for Sale: The War Profiteers ,1477,24,English,750000.0,2006,7.7,274
Matt Maiellaro,82,5518918,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,73,English,750000.0,2007,6.9,307
Colin Trevorrow,271,4007792,Comedy|Drama|Romance,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,260,English,750000.0,2012,7.0,31000
Leslie Small,5,7705974,Comedy|Documentary,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,3543,8,English,20000000.0,2011,7.5,614
Ben Wheatley,255,26297,Crime|Horror|Thriller,MyAnna Buring,Kill List ,25750,209,English,500000.0,2011,6.3,0
Ti West,292,77501,Horror,Lena Dunham,The Innkeepers ,27260,247,English,750000.0,2011,5.5,0
David S. Goyer,178,42638165,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,42183,230,English,16000000.0,2009,4.8,0
Bernardo Bertolucci,120,25517500,Drama,Jean-Louis Trintignant,The Conformist ,17813,101,Italian,750000.0,1970,8.1,0
Neil Burger,31,47329,Drama,Raymond J. Barry,Interview with the Assassin ,1661,31,English,750000.0,2002,6.6,163
Oliver Blackburn,114,18378,Crime|Drama|Horror|Thriller,Julian Morris,Donkey Punch ,9376,74,English,900000.0,2008,5.2,0
Jonathan Levine,233,25517500,Horror,Luke Grimes,All the Boys Love Mandy Lane ,25951,129,English,750000.0,2006,5.6,2000
Christopher Hutson,8,25517500,Horror,Dichen Lachman,Bled ,851,30,English,750000.0,2009,3.1,128
Fred Zinnemann,153,25517500,Thriller|Western,Gary Cooper,High Noon ,80193,333,English,750000.0,1952,8.1,3000
Steve James,53,7830611,Documentary|Drama|Sport,William Gates,Hoop Dreams ,18980,74,English,700000.0,1994,8.3,0
David LaChapelle,49,3278611,Documentary|Music,Kevin Scott Richardson,Rize ,2877,46,English,20000000.0,2005,7.1,903
Joseph Kosinski,4,25517500,Action|Adventure|Fantasy|Sci-Fi,Peter Dinklage,Destiny ,3089,11,English,20000000.0,2014,8.1,1000
Michael Cuesta,64,1141829,Crime|Drama,Adam LeFevre,L.I.E. ,8509,109,English,700000.0,2001,7.2,420
Caryn Waechter,23,25517500,Drama|Mystery|Thriller,Laura Fraser,The Sisterhood of Night ,1354,17,English,1000000.0,2014,6.3,523
Emily Dell,8,25517500,Drama|Music|Romance,Aimee Garcia,B-Girl ,551,10,English,20000000.0,2009,4.0,303
Jaume Collet-Serra,228,32048809,Horror,Robert Ri'chard,House of Wax ,94463,576,English,30000000.0,2005,5.3,0
Ryan Fleck,208,2694973,Drama,Ryan Gosling,Half Nelson ,70885,189,English,700000.0,2006,7.2,0
Jennifer Wynne Farmer,2,10508,Drama,Irene Bedard,Naturally Native ,103,6,English,700000.0,1998,6.5,102
Christopher Scott Cherot,25,2301777,Comedy,Hill Harper,Hav Plenty ,819,36,English,650000.0,1997,6.5,161
H.M. Coakley,8,25517500,Crime|Drama|Thriller,Mehcad Brooks,Adulterers ,514,1,English,750000.0,2015,4.9,158
Randy Moore,143,169719,Fantasy|Horror,Trey Loney,Escape from Tomorrow ,7384,79,English,20000000.0,2013,5.2,0
Chris Atkins,21,25517500,Documentary,Richard Curtis,Starsuckers ,474,8,English,400000.0,2009,7.4,203
Bill Benenson,1,25517500,Documentary,Alfre Woodard,The Hadza: Last of the First ,5,1,English,650000.0,2014,7.4,5
Ryan Smith,34,25517500,Fantasy|Horror|Mystery|Thriller,Sandra Ellis Lafferty,After ,3699,27,English,650000.0,2012,5.4,1000
Travis Romero,5,25517500,Drama|Thriller,Matthew Ziff,Treachery ,344,5,English,625000.0,2013,3.9,0
Anna Mastro,10,25517500,Comedy|Drama,Leven Rambin,Walter ,1432,19,English,700000.0,2015,5.3,0
Mark Sandrich,66,3000000,Comedy|Musical|Romance,Ginger Rogers,Top Hat ,13269,98,English,609000.0,1935,7.8,1000
Daniel Myrick,360,140530114,Horror,Heather Donahue,The Blair Witch Project ,186786,3400,English,60000.0,1999,6.4,0
Michael Wadleigh,53,13300000,Documentary|History|Music,Joe Cocker,Woodstock ,12631,63,English,600000.0,1970,8.1,0
John Landis,82,25517500,Comedy,David Zucker,The Kentucky Fried Movie ,13915,109,English,650000.0,1977,6.5,0
Jon Gunn,15,171988,Action|Crime|Drama,Stacy Keach,Mercy Streets ,448,16,English,600000.0,2000,5.6,12
Gene Teigland,110,23616,Mystery|Thriller,Kendyl Joi,Arnolds Park ,94,4,English,600000.0,2007,5.6,11
Scott Ziehl,18,13493,Drama,William Smith,Broken Vessels ,531,19,English,600000.0,1998,6.6,51
Richard Montoya,110,79043,Crime|Drama,Nicholas Gonzalez,Water & Power ,85,155,English,20000000.0,2013,6.3,358
Johanna Schwartz,22,25517500,Documentary,Aliou Touré,They Will Have to Kill Us First ,74,2,French,400000.0,2015,7.7,34
William Gazecki,15,25517500,Documentary,Karen Alexander,Crop Circles: Quest for Truth ,204,13,English,750000.0,2002,7.0,32
Lance McDaniel,110,25517500,Action|Drama|Thriller,Russell Wong,Light from the Darkroom ,6,1,English,600000.0,2014,8.0,9
Thomas Lilti,18,25517500,Comedy|Drama,François Cluzet,Irreplaceable ,389,1,French,20000000.0,2016,7.2,36
Michael Walker,8,25517500,Thriller,Paula Garcés,The Maid's Room ,719,9,English,600000.0,2013,4.5,128
Richard Lester,105,515005,Comedy|Musical,Paul McCartney,A Hard Day's Night ,31429,219,English,560000.0,1964,7.7,0
U. Roberto Romano,3,2245,Documentary,unknown,The Harvest/La Cosecha ,57,2,English,560000.0,2011,7.2,88
Amy Holden Jones,4,25517500,Drama|Romance,Jamie Lee Curtis,Love Letters ,487,9,English,550000.0,1983,6.1,7
Blaz Zavrsnik,2,25517500,Comedy,Dario Nozic Serini,Julija in alfa Romeo ,86,2,Slovenian,500000.0,2015,6.4,18
Alex Kendrick,50,33451479,Drama|Romance,Kirk Cameron,Fireproof ,17068,215,English,500000.0,2008,6.5,0
Pan Nalin,19,25517500,Biography|Documentary|Drama,Bhole Baba,Faith Connections ,113,3,Hindi,550000.0,2013,7.0,126
Joe Camp,5,39552600,Adventure|Family|Romance,Frances Bavier,Benji ,3411,36,English,500000.0,1974,6.1,816
Chris Kentis,235,30500882,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,Open Water ,42256,916,English,500000.0,2003,5.7,0
Matt Walsh,8,25517500,Comedy,Joe Lo Truglio,High Road ,1305,3,English,20000000.0,2011,5.4,244
John 'Bud' Cardos,95,17000000,Horror|Sci-Fi,Woody Strode,Kingdom of the Spiders ,3274,84,English,500000.0,1977,5.9,0
Marilyn Agrelo,84,8044906,Documentary|Family|Music,Heather Berman,Mad Hot Ballroom ,3156,65,English,20000000.0,2005,7.5,588
Tom McCarthy,154,5739376,Comedy|Drama,Peter Dinklage,The Station Agent ,58260,286,English,500000.0,2003,7.7,0
Brian Baugh,20,3773863,Drama,Randy Wayne,To Save a Life ,4583,55,English,1000000.0,2009,7.1,0
Patrick Creadon,88,3117666,Documentary,Ken Burns,Wordplay ,3394,43,English,20000000.0,2006,7.4,694
Barry W. Blaustein,70,2047570,Biography|Documentary|Sport,Terry Funk,Beyond the Mat ,6790,80,English,500000.0,1999,7.6,491
Kurt Hale,5,1250798,Comedy|Drama|Romance,Kirby Heyborne,The Singles Ward ,1099,53,English,500000.0,2002,6.4,43
Siddiq Barmak,105,1127331,Drama,Marina Golbahari,Osama ,7559,77,Dari,46000.0,2003,7.4,0
Joseph Dorman,29,906666,Documentary,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,154,5,English,500000.0,2011,6.8,287
Greg Harrison,46,1114943,Drama|Music,Rachel True,Groove ,3562,74,English,500000.0,2000,6.5,0
Kurt Hale,3,1111615,Comedy|Crime|Family,Kirby Heyborne,The R.M. ,651,34,English,500000.0,2003,6.0,44
Michael Polish,54,985341,Drama,Sasha Alexander,Twin Falls Idaho ,3479,87,English,500000.0,1999,7.3,180
Jacob Aaron Estes,126,603943,Crime|Drama,Rory Culkin,Mean Creek ,26407,154,English,500000.0,2004,7.3,1000
Morgan J. Freeman,17,334041,Crime|Drama|Romance,Edie Falco,Hurricane Streets ,1038,21,English,500000.0,1997,6.5,51
Eric Schaeffer,25,295468,Comedy|Romance,Peter Dinklage,Never Again ,709,34,English,500000.0,2001,6.0,139
Neema Barnette,11,243347,Crime|Drama|Thriller,Monica Calhoun,Civil Brand ,553,24,English,500000.0,2002,5.3,86
Steve Buscemi,81,154077,Comedy|Drama,Kevin Corrigan,Lonesome Jim ,6884,53,English,500000.0,2005,6.6,238
Joe Swanberg,155,342936,Comedy|Drama|Romance,Olivia Wilde,Drinking Buddies ,45928,106,English,20000000.0,2013,6.1,0
Molly Bernstein,39,151389,Documentary,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,774,7,English,500000.0,2012,7.1,590
Akira Kurosawa,153,269061,Action|Adventure|Drama,Takashi Shimura,Seven Samurai ,229012,596,Japanese,2000000.0,1954,8.7,11000
Marius A. Markevicius,26,133778,Documentary|Sport,Tommy Sheppard,The Other Dream Team ,3086,9,English,500000.0,2012,8.4,0
Tom DiCillo,10,25517500,Comedy|Music|Romance,Brad Pitt,Johnny Suede ,3013,24,English,500000.0,1991,5.8,344
Justin Lin,35,52850,Comedy,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,1656,12,English,500000.0,2007,6.2,155
Quentin Dupieux,230,98017,Comedy|Fantasy|Horror,Haley Ramm,Rubber ,26185,170,English,500000.0,2010,5.8,46000
C. Jay Cox,9,31937,Comedy|Romance,Tori Spelling,Kiss the Bride ,1358,10,English,500000.0,2007,5.7,60
Alex Smith,17,13134,Drama|Sport,Ryan Gosling,The Slaughter Rule ,2004,32,English,500000.0,2002,6.1,183
Gareth Edwards,344,237301,Drama|Sci-Fi|Thriller,Scoot McNairy,Monsters ,75669,451,English,500000.0,2010,6.4,19000
Jonathan Parker,2,25517500,Drama,Keith Carradine,The Californians ,299,11,English,20000000.0,2005,5.0,29
Sol Tryon,28,12055,Comedy,Jim Gaffigan,The Living Wake ,739,10,English,500000.0,2007,6.5,339
Alex Craig Mann,29,1332,Comedy|Horror,Justin Chon,Detention of the Dead ,2038,20,English,500000.0,2012,4.6,898
Hao Ning,11,25517500,Comedy|Crime,Bo Huang,Crazy Stone ,2097,9,Mandarin,3000000.0,2006,7.7,23
Stephen Kijak,48,25517500,Biography|Documentary|Music,Brian Eno,Scott Walker: 30 Century Man ,1006,11,English,500000.0,2006,7.3,808
Marc Forster,24,25517500,Drama,Radha Mitchell,Everything Put Together ,601,10,English,100000.0,2000,6.6,22
Andrew Niccol,166,316842,Drama|Thriller,Bruce Greenwood,Good Kill ,15756,68,English,20000000.0,2014,6.4,0
Daston Kalili,110,25517500,Thriller,Daston Kalili,Insomnia Manica ,16,3,English,500000.0,2005,5.8,0
William Gazecki,9,25517500,Documentary,Carol Channing,The Outrageous Sophie Tucker ,38,3,English,500000.0,2014,7.2,16
Ol Parker,48,25517500,Drama|Romance,Jeremy Irvine,Now Is Good ,26863,54,English,20000000.0,2012,7.2,0
Michael Hoffman Jr.,64,25517500,Comedy|Horror,Vincent Chimato,Girls Gone Dead ,2012,28,English,500000.0,2012,3.5,0
Patrick Gilles,110,25517500,History,Emma Caulfield,America Is Still the Place ,22,155,English,20000000.0,2015,7.5,337
Georgia Hilton,1,25517500,Action|Mystery|Thriller,Mike Beckingham,Subconscious ,292,16,English,20000000.0,2015,2.2,353
Jack Heller,26,25517500,Mystery|Thriller,Shaun Sipos,Enter Nowhere ,5025,45,English,500000.0,2011,6.6,701
Fernando Baez Mella,1,25517500,Crime|Drama,Manny Perez,The King of Najayo ,197,1,Spanish,500000.0,2012,6.9,126
Warren Sheppard,3,25517500,Action|Romance|Sport,Jennifer Hale,Fight to the Finish ,60,2,English,150000.0,2016,4.0,381
Darren Lynn Bousman,10,25517500,Horror|Musical,Paul Sorvino,Alleluia! The Devil's Carnival ,259,20,English,500000.0,2016,7.4,707
Justin Paul Miller,1,25517500,Comedy|Mystery|Thriller,Mary Kate Wiles,The Sound and the Shadow ,30,1,English,20000000.0,2014,8.3,70
Joel Paul Reisig,1,25517500,Family,Carrie Bradstreet,Rodeo Girl ,62,4,English,500000.0,2016,5.7,0
Catherine Gund,10,21199,Action|Biography|Documentary|Sport,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40,10,English,500000.0,2014,6.8,44
Luke Dye,1,25517500,Family,Mike Stanley,The Little Ponderosa Zoo ,15,1,English,500000.0,2016,5.2,9
Michael Herz,96,25517500,Action|Comedy|Horror|Sci-Fi,Patrick Kilpatrick,The Toxic Avenger ,19253,147,English,475000.0,1984,6.2,0
Matty Rich,8,2712293,Crime|Drama,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,475,11,English,450000.0,1991,5.9,123
Paul Greengrass,92,768045,Drama|History|War,James Nesbitt,Bloody Sunday ,19732,120,English,2000000.0,2002,7.7,0
Alec Asten,1,25517500,Action,Luis Sanchez,Diamond Ruff ,53,5,English,500000.0,2015,4.3,62
Hans Canosa,365,379122,Comedy|Drama|Romance,Olivia Wilde,Conversations with Other Women ,10143,54,English,450000.0,2005,7.1,0
Lloyd Kaufman,88,23000,Comedy|Horror|Musical,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,58,English,500000.0,2006,6.2,0
Matthew Watts,3,25517500,Comedy|Romance,Jennifer Lafleur,Mutual Friends ,64,3,English,450000.0,2013,6.8,31
Lloyd Bacon,65,2300000,Comedy|Musical|Romance,Ginger Rogers,42nd Street ,7921,97,English,439000.0,1933,7.7,439
Joe Kenemore,110,25517500,Documentary,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,10,English,450000.0,2014,8.2,460
Whit Stillman,71,2938208,Comedy|Drama|Romance,Chris Eigeman,Metropolitan ,7143,52,English,225000.0,1990,7.5,865
Kay Pollak,34,9910,Comedy|Drama|Music|Romance,Michael Nyqvist,As It Is in Heaven ,13543,94,Swedish,25000000.0,2004,7.6,0
Eric England,15,25517500,Drama|Horror|Mystery|Thriller,Jack E. Curenton,Roadside ,268,6,English,20000000.0,2013,4.1,61
Jared Hess,220,44540956,Comedy,Jon Heder,Napoleon Dynamite ,161448,1473,English,400000.0,2004,6.9,0
Jeremy Saulnier,279,258113,Crime|Drama|Thriller,Devin Ratray,Blue Ruin ,42678,135,English,1066167.0,2013,7.1,0
Oren Peli,409,107917283,Horror,Micah Sloat,Paranormal Activity ,184824,1189,English,15000.0,2007,6.3,12000
Stacy Peralta,86,1293295,Documentary|Sport,Tony Alva,Dogtown and Z-Boys ,10366,88,English,20000000.0,2001,7.7,0
Terry Gilliam,131,1229197,Adventure|Comedy|Fantasy,Eric Idle,Monty Python and the Holy Grail ,382240,660,English,229575.0,1975,8.3,14000
Richard Glatzer,69,1689999,Drama,Emily Rios,Quinceañera ,3675,48,Spanish,400000.0,2006,7.1,426
Sue Corcoran,8,11798,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,179,18,English,100000.0,2003,4.7,39
unknown,75,25517500,Drama|Fantasy|Sci-Fi|Thriller,Sendhil Ramamurthy,Heroes             ,202115,379,English,20000000.0,2009,7.7,0
Jonathan Caouette,72,592014,Biography|Documentary,Greg Ayres,Tarnation ,5709,114,English,218.0,2003,7.2,754
Ray Griggs,4,425899,Documentary,Bill Farmer,I Want Your Money ,1123,31,English,400000.0,2010,5.1,638
Matt Jackson,9,25517500,Comedy|Horror,Kane Hodder,Love in the Time of Monsters ,143,5,English,500000.0,2014,5.4,194
Lucio Fulci,203,126387,Horror,Catriona MacColl,The Beyond ,14985,253,Italian,400000.0,1981,6.9,2000
unknown,11,25517500,Animation|Comedy|Drama,Brendon Small,Home Movies             ,7458,82,English,20000000.0,2009,8.2,526
Tom Vaughan,148,80276912,Comedy|Romance,Treat Williams,What Happens in Vegas ,140740,151,English,35000000.0,2008,6.1,0
Paul Fox,80,25517500,Horror|Thriller,Dov Tiefenbach,The Dark Hours ,4788,52,English,500000.0,2005,6.1,166
Stephen Frears,46,25517500,Comedy|Drama|Romance,Saeed Jaffrey,My Beautiful Laundrette ,10577,64,English,650000.0,1985,6.9,0
Ari Kirschenbaum,8,25918,Drama|Horror|Mystery|Thriller,R. Brandon Johnson,Fabled ,191,10,English,20000000.0,2002,5.8,7
Cassandra Nicolaou,10,25517500,Drama|Thriller,Katharine Isabelle,Show Me ,369,5,French,900000.0,2004,6.0,12
Ingmar Bergman,76,25517500,Drama,Liv Ullmann,Cries & Whispers ,19964,197,Swedish,400000.0,1972,8.2,0
D.W. Griffith,69,25517500,Drama|History|War,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,10718,88,unknown,385907.0,1916,8.0,691
Roger Nygard,43,617172,Documentary,Walter Koenig,Trekkies ,4407,75,English,375000.0,1997,7.0,672
Harry Beaumont,36,2808000,Musical|Romance,Anita Page,The Broadway Melody ,4546,71,English,379000.0,1929,6.3,167
Sam Raimi,304,25517500,Fantasy|Horror,Ted Raimi,The Evil Dead ,141219,740,English,375000.0,1981,7.6,12000
Franck Khalfoun,279,12843,Horror|Thriller,America Olivo,Maniac ,27297,131,English,6000000.0,2012,6.1,0
Mor Loushy,23,34151,Documentary|History,Amos Oz,Censored Voices ,186,3,Hebrew,450000.0,2015,7.2,111
Henry Alex Rubin,110,1523883,Documentary|Sport,Mark Zupan,Murderball ,9037,70,English,1750211.0,2005,7.8,0
Sam Firstenberg,40,4000000,Action|Drama,Michael Dudikoff,American Ninja 2: The Confrontation ,6046,46,English,350000.0,1987,4.7,583
Doug Block,45,84689,Documentary,Carol Block,51 Birch Street ,695,16,English,20000000.0,2005,7.5,70
unknown,23,25517500,Action|Adventure|Drama|Sci-Fi,Billy Burke,Revolution             ,72017,323,English,20000000.0,2009,6.7,17000
Chad Kapper,4,25517500,Family|Sci-Fi,Tom E. Nicholson,Rotor DR1 ,209,8,English,350000.0,2015,3.4,240
John Carpenter,318,47000000,Horror|Thriller,Jamie Lee Curtis,Halloween ,157863,1191,English,300000.0,1978,7.9,12000
